GeneID	logFC
HIST1H3D	-7.399206871
SLC44A5	-7.399206871
SULT1C2	-7.399206871
TMEM184B	-2.573138738
CSPG5	2.626620568
UNC13D	-2.597788552
TM9SF1	-2.579664798
HYAL3	-2.872856173
CAP2	-2.641198594
ZNF614	2.710763865
RBFOX2	-2.824720991
ZDHHC1	-2.975090235
ARTN	-2.931286429
RP3-368A4.5	-2.931286429
ZDHHC7	-2.571530204
ADAMTS8	4.188808521
AC002467.7	-3.89451684
C14orf159	-2.693097703
MYRIP	-3.28144713
GCLC	-2.562651609
UFM1	-2.571674326
N4BP2	2.588765264
SH3D21	-2.665776183
PRRG1	-2.771674977
CCDC88B	2.81662436
SH3RF1	-2.589693003
ANKRD46	2.662472617
PCDHGA11	4.800734966
RHCE	4.800734966
SOX21-AS1	4.800734966
C8orf47	-4.526834734
RP6-99M1.2	-4.526834734
FUT8	-2.828364429
SGK1	-2.561336457
AC083843.1	2.902760719
TNS1	2.902760719
PAWR	-2.576010146
RBM15	2.559487783
ZNFX1	-2.54664853
PTPN13	2.60635239
COCH	-2.891847749
FLRT1	3.052128982
PXN	-2.538205487
FANCE	2.726123762
TSPAN5	-2.691556678
AASS	-3.112135086
WTIP	-2.59648372
PGAP3	2.545807542
CCDC167	2.580067194
KHDC1	-3.261307856
SLC30A3	3.140249871
N4BP3	2.737425182
SIPA1L3	-2.531145066
CAP1	-2.53063348
DPP7	-2.527440832
KIAA0513	2.991943369
ACP6	-2.934894689
NDEL1	-2.568854412
MBOAT7	-2.521448614
PNPLA3	2.732800572
TIGD3	2.720638513
IFT80	-2.809765199
TGFB1I1	-2.601458335
SYNM	2.534654803
PHF20	-2.680881169
PCDHAC1	3.033048701
IFFO1	2.785398889
AP1S3	-2.766822065
PRCP	-2.529749032
AL953854.2	4.14316849
ATP2B2	4.14316849
RAPSN	-3.856182822
PRKCA	-2.538408141
PTPRS	2.526849264
HDDC3	-3.077839548
RGMB	-2.528257209
VPS11	-2.546702709
STEAP3	-2.52753586
PRRT4	3.090169159
GLIS2	-2.53295112
PYCR1	2.514238778
PYGM	2.722225194
DGKA	-2.9208383
TMED9	-2.509418604
ZNF775	2.567341721
SMAGP	-2.814806632
AC006262.6	-7.335464962
C4BPB	-7.335464962
FAM26E	-7.335464962
HIST1H2AE	-7.335464962
MMP3	-7.335464962
RBMS3	-7.335464962
RP1-68D18.2	-7.335464962
TMEM154	-7.335464962
AC006129.4	7.325377752
CA10	7.325377752
CCDC8	7.325377752
CTD-2514K5.2	7.325377752
FAM179A	7.325377752
HOXC-AS2	7.325377752
HS3ST2	7.325377752
ITGA8	7.325377752
PROX1	7.325377752
RP11-161H23.9	7.325377752
RP11-795F19.5	7.325377752
RSPO4	7.325377752
SLC5A5	7.325377752
SLC6A4	7.325377752
STX1A	7.325377752
SYNGR4	7.325377752
VSTM5	7.325377752
UBE2C	2.514724967
ITGA2B	3.843791352
MAN1B1	-2.515538905
CCNF	2.548415356
SLC27A3	2.581790708
HAS1	3.013712689
FAM131C	2.803898846
RP11-229P13.23	2.593322036
GID4	-2.621861993
NMB	-2.551880129
TMEM119	2.650130591
NECAB3	2.555070703
NRXN1	4.744400995
RP11-20I20.4	4.744400995
TANC2	4.744400995
DOCK11	-4.431057331
MARVELD1	-2.522316167
ZNF268	2.56725954
DUSP9	2.958041085
RP11-244F12.3	-2.906643609
ANAPC1	-2.597631714
PLEKHB2	-2.500560727
MPPE1	-2.593857805
ZNF8	2.5543946
PIP5KL1	-2.722637418
PLEKHM1	-2.496595502
MYO1C	-2.491571879
RP11-47A8.5	-2.533926419
KLHL36	-2.541269063
DUSP4	-2.513841329
FAM174B	2.550667591
GIPC1	-2.487071494
ARHGEF39	2.800492788
RP11-180C16.1	-2.994404748
GINM1	-2.528578556
SAT1	-2.498734691
ASRGL1	2.547555738
CCDC92	-2.607701015
PSMD6-AS2	-3.346907119
TARS2	-3.32387402
PSCA	3.147595144
RNF149	-2.525250225
NLRX1	-2.581870301
HIST2H2AC	4.096037324
GM2A	-2.585295675
SHROOM2	2.598339418
S100A14	3.279932627
SACS	3.279932627
METTL7A	3.804384931
HRK	-2.581630634
TANGO2	-2.543629855
CTTN	-2.467770218
ADARB1	2.531316945
TIPARP	-2.484055397
CRNDE	2.528580554
RNF141	-2.504038049
WASF3	2.487957041
TAB3	-2.713755361
STX1B	2.684119027
EMC3	-2.487120756
PICALM	-2.481640132
PRAF2	-2.499052902
HCN4	2.586696329
RHOBTB1	-2.581022932
CHN1	2.749409839
ZNF232	2.749409839
LARP6	-2.510610527
HHAT	2.611263248
NUSAP1	2.472920408
HLA-DMA	-3.300467216
RSPH3	-2.620034127
C2orf44	2.559546645
FAM72B	2.946909697
ATG13	-2.46058679
NICN1	-3.465425774
PROM2	3.188907194
ZNF816	2.604694708
GLTP	-2.489435653
ADAM15	-2.447473254
RAB7A	-2.44827998
CTD-3064H18.4	4.685777612
FUT6	4.685777612
NCCRP1	4.685777612
RP11-430C7.5	4.685777612
SLC30A10	4.685777612
SNAI3	4.685777612
AC144449.1	-4.380673617
GUCY1B3	-4.380673617
KCNN2	-4.380673617
MRVI1	-4.380673617
RP11-420G6.4	-4.380673617
PDE4D	2.654056061
COL4A2	-2.444934086
EIF3CL	-2.632116512
KIF5C	-2.961290059
TMEM120B	2.461850662
ADRM1	-2.454052142
PSKH1	-2.490190244
LEPR	-2.778060339
C22orf23	-7.268776066
CKMT2	-7.268776066
DRGX	-7.268776066
MCOLN2	-7.268776066
MDGA2	-7.268776066
MX1	-7.268776066
SLC7A7	-7.268776066
ST6GALNAC3	-7.268776066
STARD13-AS	-7.268776066
TOLLIP-AS1	-7.268776066
FRMD4B	-3.671444245
TPPP3	3.244407789
DCBLD1	-2.594983099
ESAM	2.637192565
AF131216.6	3.065109393
TRIM8	-2.447924827
PLEC	-2.438421754
PDP1	-2.490037412
CASK	-2.550262221
RFX5	2.45708429
LGALS9	3.364679591
EPS8	-2.460774562
AC024592.9	4.047314287
KLHL30	4.047314287
RP11-362K14.5	4.047314287
GAK	-2.446549218
SLC50A1	-2.537429391
PCOLCE2	-2.544161849
CTNNA1	-2.436546411
SH3GL2	2.535763398
SLC25A34	-2.565634589
AGTRAP	-2.450903111
CCDC113	-3.27667438
DTX2P1-UPK3BP1-PMS2P11	-3.27667438
ATP2A1	2.500105369
DDAH1	-2.457297484
ZNF438	-3.062867393
C15orf27	2.997229166
TNFAIP1	-2.441786757
TBC1D7	2.530816099
ARHGEF25	2.453980467
PRR7	-2.488509957
TMTC2	-2.677261147
AKAP12	-2.448142477
FZD2	-2.460582508
CLMN	2.622269367
DAPK3	-2.436760174
OSTF1	-2.842348433
UBE2S	2.424000602
PARP8	-2.712992747
MAN2A2	-2.447526889
CAT	-2.473560306
FGFBP3	2.770649295
GREB1	2.770649295
HAR1A	3.15727685
ZNF671	3.15727685
GRASP	2.573999933
UBTF	2.421102885
SCYL3	-2.810234973
MBNL3	-3.156165427
DGCR2	-2.4274789
CTD-3193O13.9	2.446716388
ADORA2B	-2.590590474
ESYT2	-2.433775517
ZBTB10	2.459840658
ZFPM1	-2.427363759
DENND5A	-2.423518179
FMNL1	2.723064214
DCUN1D2	2.452033227
ARSI	-2.485542999
MAP2K6	3.207986059
SPTLC2	-2.457709142
EIF4G3	-2.479605418
FKTN	2.691060953
MIA3	-2.450299989
GRIN1	2.973027558
THG1L	-2.78233503
PIK3C2B	2.753598571
ZNF558	2.753598571
ARHGAP24	-3.252482565
CDC37L1	-2.557388001
CHMP2B	-2.434618565
EZR	-2.405154903
CCM2	-2.516586954
DHRS4-AS1	-2.860467281
KLHDC10	-2.860467281
FOSL2	-2.418472931
CCDC155	3.722188142
IRF1	-2.457721359
RP11-161M6.2	2.728332008
VANGL1	-2.474490712
ATMIN	-2.44309614
SLC6A16	4.624670821
ATP6V0A4	-4.328466464
LONRF3	-4.328466464
SOD2	-2.399794288
HHEX	2.551996933
MIOS	2.483145894
RP11-111M22.2	3.012749512
POTEC	3.996888076
PNMA2	-2.458563264
FZD7	2.422582554
AP000692.10	-3.412121844
CUL4B	-2.469037949
JRK	2.415578765
TMEM87B	-2.565841482
TMEM63B	-2.402939393
ZCCHC9	-2.511926937
PSMB10	-2.49909005
KIFC3	-2.400427013
CHPT1	-2.443091357
SDF4	-2.388977514
DNAJC27	2.71186514
SCARF1	2.948413025
AC092171.4	-2.524871246
RP11-259K5.2	-2.524871246
FAM84B	-2.40399942
ABL2	-2.385619748
RP11-650L12.2	2.579376168
TGFBR1	2.396623901
AF131216.5	7.243444631
AFF2	7.243444631
CECR2	7.243444631
CHAT	7.243444631
CNFN	7.243444631
EGR4	7.243444631
FCN2	7.243444631
FGF19	7.243444631
HCK	7.243444631
HOXA5	7.243444631
IRF4	7.243444631
KCNIP4	7.243444631
KLHL32	7.243444631
MT3	7.243444631
NKX2-3	7.243444631
PRTN3	7.243444631
RAB41	7.243444631
RP11-335K5.2	7.243444631
SKAP2	7.243444631
SLC9A7	7.243444631
SOX21	7.243444631
TMEM190	7.243444631
WASIR2	7.243444631
AC174470.1	-7.198854425
ANGPTL7	-7.198854425
ATP6V0D2	-7.198854425
CHRNA10	-7.198854425
CTD-2541J13.2	-7.198854425
GMDS-AS1	-7.198854425
HEPH	-7.198854425
LINC01006	-7.198854425
LYL1	-7.198854425
RBKS	-7.198854425
RCBTB2	-7.198854425
RP11-351D16.3	-7.198854425
RP11-468E2.4	-7.198854425
RP11-700J17.2	-7.198854425
RTP4	-7.198854425
RIOK3	-2.399450286
BRICD5	3.032378446
RCOR3	2.435280401
ISLR	3.170620972
KLHDC7B	3.170620972
KATNAL1	-2.498594769
RBM8A	2.38116501
SNAPC1	-2.456737034
CFL2	-2.41058971
TEAD1	-2.39858012
AIG1	-2.501442066
MMAA	-2.950946686
ACAA1	-2.449239071
SLC25A43	-2.582789482
RBCK1	-2.403390983
GRAMD1B	2.585628735
CTC-228N24.3	-2.753519666
GLI1	2.718880397
ITM2C	2.375868281
ASAP2	-2.412999965
TRIM71	2.985839273
PPIP5K1	2.523576062
ZNF793	2.523576062
UQCC2	2.400646594
AKR1B10	-2.651651849
11-Sep	-2.391136754
PSRC1	2.407525399
SYTL4	2.47008614
FADD	-2.396177929
NDFIP2	-2.415489117
CTD-3162L10.1	3.091856481
LDLRAD4	3.091856481
LIMS2	2.832686288
P4HA1	-2.38312634
DISP2	2.564177297
CADM1	-2.40583467
MPC2	-2.40583467
TRIM25	-2.379514935
RAB8B	-2.402311508
SLC4A7	-2.379203692
TMEM185A	-2.50261238
GSE1	2.367246999
HYLS1	-3.202846851
NPFF	2.507948387
HECTD4	-2.417054936
GCSAM	-2.857125564
ABHD5	-2.553215489
ZNF264	2.670056929
GSTM2	2.409374066
GAB2	-2.378694732
AGPAT4	-2.711469161
CTD-2292P10.4	2.652060152
MCCC2	-2.432129955
SGCB	-2.377243426
COL14A1	4.560860873
C10orf67	-4.274298914
WWTR1-AS1	-4.274298914
PLCG2	-3.578608674
HIF1A	-2.354037641
FAM184A	2.708015419
OTUD7B	-2.38799599
ARFGEF2	-2.43937629
BCAS4	-2.724117014
CCDC23	2.537721505
ELOVL4	2.500138184
ZNF726	2.923371231
CNTNAP3	2.678356588
SLC38A10	-2.350891829
FAM210B	-2.428460517
C14orf132	2.362022872
AHRR	-2.764442167
MYO5B	-2.397458899
SPRED2	-2.393686011
MB21D2	-2.440262242
EPM2AIP1	-2.393735802
CLTCL1	-2.912542731
VTI1A	-2.486006404
IGF1R	-2.425395107
EFNA5	-2.436172028
LINC01024	3.057999127
ARHGAP4	2.383482999
KCTD21	-2.516245322
WDR45	-2.368198639
TGFBR3	-2.496838735
MAX	-2.364114764
NIPAL1	-2.740524171
POLG2	3.235831528
TRIM17	3.235831528
RNF165	2.526944643
PSEN2	-2.517347379
ILK	-2.348093187
BRE	-2.483644693
AP001053.11	2.477389501
MTRNR2L8	2.32971674
SLC6A6	-2.335759687
RP5-1142A6.9	-2.443913514
NXPE3	-2.356833174
ZC3H4	-2.654617485
APPL2	-2.393794335
C16orf72	-2.380369565
PTGER1	2.538418274
GGACT	2.897887081
C16orf70	2.522189123
B3GALNT1	2.410342414
ABCB7	-2.483237098
SOX13	-2.483237098
CTSF	-2.329605065
SERINC3	-2.337191822
OGFRL1	-2.341180142
RP11-332H18.4	2.847391875
AC012531.25	7.156576726
AC124789.1	7.156576726
AMER2-AS1	7.156576726
ANO2	7.156576726
ASCL1	7.156576726
C12orf39	7.156576726
COL22A1	7.156576726
CREB3L1	7.156576726
CSAG1	7.156576726
DAO	7.156576726
DES	7.156576726
DLK2	7.156576726
DLX5	7.156576726
DNAJC12	7.156576726
FAIM2	7.156576726
GPR6	7.156576726
GRIA2	7.156576726
HOPX	7.156576726
HS3ST6	7.156576726
KCNQ1	7.156576726
KLF14	7.156576726
LINC00883	7.156576726
LRG1	7.156576726
MAGEL2	7.156576726
MPZL2	7.156576726
PRDM13	7.156576726
PREX2	7.156576726
PRKG2	7.156576726
RP11-1191J2.5	7.156576726
SH2D7	7.156576726
SLC32A1	7.156576726
ZSCAN5B	7.156576726
C16orf3	-7.125370583
C1orf116	-7.125370583
EBI3	-7.125370583
GLYATL1	-7.125370583
RBM11	-7.125370583
AC009065.1	-7.04794201
AKR1C2	-7.04794201
CCL20	-7.04794201
FAM110B	-7.04794201
MED12L	-7.04794201
PTN	-7.04794201
RNU12	-7.04794201
RP11-120C12.3	-7.04794201
RP11-347C12.3	-7.04794201
RP11-462L8.1	-7.04794201
STYK1	-7.04794201
UNC5CL	-7.04794201
ZNF311	-7.04794201
ZNF641	-7.04794201
ACADVL	-2.3174772
SND1	-2.32392756
ZFPL1	-2.326023619
COQ10B	-2.382095945
TMEM194A	2.440667158
RNF13	-2.36586522
KAZALD1	2.669599126
ENDOD1	-2.352663929
METRN	-2.326768334
HMGCL	-2.488776586
CTD-2228K2.7	-2.54791671
WWC3	-2.723852428
PVRL1	2.332017006
ASH1L	2.331395816
CDH15	3.944635292
SPRED3	-3.647561195
SOCS2	2.409437191
DGCR6	2.386207258
CYB5D2	-2.400149081
PTGER3	3.02332807
ASAP3	2.405224249
TAP2	-2.328437631
DFNB31	-2.329695294
ST3GAL3	-2.507685762
TMSB10	-2.324342353
DOCK9	2.356427322
CTB-55O6.12	2.57020118
CRYM	-2.338888169
CLN5	-2.378397598
OSER1	-2.321952827
PKP4	-2.374868512
BLM	2.449248063
PCDH9	-2.710064713
RNF125	-2.710064713
CRHR1	4.494097499
LINC00337	4.494097499
TNNC2	4.494097499
PPP2R2B	-2.802080145
ACTRT3	-2.708152552
CMPK2	2.650000434
KLHL8	2.36073583
PLEKHH3	2.301794204
C1QTNF4	2.493451696
NAGPA	-2.353000203
POLR3A	-2.380511456
TSC1	-2.42812524
KCNV1	3.589383753
RP11-480I12.7	3.190191497
CNNM1	-2.414265476
HIST1H1C	2.305802684
TMEM245	2.445251126
ACVR2B	2.337969582
PODXL2	2.296612131
AP1G2	-2.327848221
GLRB	-2.541730905
PRKX	2.367936802
TMEM63A	-2.478377442
FASN	2.287917733
GPSM2	2.43831621
ZNF606	2.410242143
EHBP1	-2.345009512
NXN	2.308257893
SNRPE	2.287816802
SGCA	3.092855939
CASZ1	2.356319984
MTHFS	-2.425724626
RALB	-2.325856793
PPARD	-2.303038401
SH3PXD2B	2.381032433
CDC42BPA	-2.388100572
TXNDC9	-2.328944222
CRIP2	2.328725979
LPP-AS2	-3.26955148
USP27X	-2.724802938
PRTFDC1	2.355934709
DNAJC4	-2.334098099
FAM24B	-2.915605381
ARHGEF4	2.845527199
BTG2	2.298053716
POU6F1	-2.579418435
UBE3C	-2.297502122
FAM46A	-2.314624117
IGF2R	-2.282154398
CA11	-2.358746155
INSIG2	-2.443056436
HMGB2	2.271900581
C16orf59	2.317162087
GRHL1	2.424725835
SNX33	-2.299428688
CAMK4	2.591614745
MAP1LC3A	3.890418619
MMP9	3.890418619
FAM13C	-3.601955978
NACC2	-2.310251019
HSPB2	-2.531730316
ARL6IP5	-2.294647973
PAM16	2.309229003
HAX1	2.287438441
LEPREL2	-2.275470739
EPB41L4B	2.312309175
AC005329.7	2.361146694
CORO1C	-2.266594821
GSTT2	-2.451198704
TFE3	-2.272866419
FAM86B1	-2.420391119
DST	-2.264172454
EPS8L1	2.561968397
ILF2	2.259326447
ARHGEF10L	2.533084167
ATF7IP	2.449246169
CCDC71L	-2.275093289
CD6	3.542252587
DMRT2	3.542252587
GPR68	3.542252587
RGS9BP	3.542252587
PYGO1	3.143060331
ZNF70	3.143060331
DSP	-2.267449515
FTSJ1	-2.279325375
AP3B1	-2.298839845
NGLY1	-2.352310281
PLCL2	2.40395549
LIN7B	2.574564021
RP11-235E17.6	-2.970164642
JOSD2	-2.284403614
PPP2R5A	-3.098138463
AC007375.1	7.064141287
AC129492.6	7.064141287
C5orf63	7.064141287
CCK	7.064141287
CEMP1	7.064141287
CLVS2	7.064141287
COLEC11	7.064141287
DCST1	7.064141287
DNAH3	7.064141287
FXYD2	7.064141287
KEL	7.064141287
LRRC17	7.064141287
MYH15	7.064141287
NEU4	7.064141287
NKAIN4	7.064141287
PCDHA10	7.064141287
PTH1R	7.064141287
RP1-310O13.7	7.064141287
RP1-37N7.1	7.064141287
RP11-188C12.3	7.064141287
RP11-298J20.4	7.064141287
RP11-53B2.2	7.064141287
RP11-567M16.1	7.064141287
RP5-1159O4.2	7.064141287
SHISA3	7.064141287
SLC13A4	7.064141287
SLC6A3	7.064141287
TKTL1	7.064141287
UBE2QL1	7.064141287
VWC2L	7.064141287
AC017002.2	-6.96612104
AF127577.10	-6.96612104
AP000695.1	-6.96612104
C11orf70	-6.96612104
IFNL2	-6.96612104
MMP10	-6.96612104
PRDM6	-6.96612104
RP11-252A24.7	-6.96612104
RP11-439E19.9	-6.96612104
RP11-792D21.2	-6.96612104
SDPR	-6.96612104
STXBP5-AS1	-6.96612104
TBX15	-6.96612104
TSPAN8	-6.96612104
DOC2A	2.45535429
CDK8	2.270542169
EML3	-2.259275896
CCHCR1	2.286678752
SCARF2	2.270849858
ITPA	-2.288407072
CLDN11	-2.495046801
CTD-2342J14.6	4.424093977
EPHB6	4.424093977
MYO18B	4.424093977
NIPSNAP3B	4.424093977
PCDHB5	4.424093977
TMEM200B	4.424093977
TMEM204	4.424093977
TMEM236	-4.159452025
USP27X-AS1	-4.159452025
TCEAL3	-2.321038102
CTAGE5	-2.336511829
ACOT9	-2.295835008
DACT1	-2.40137273
TPBG	-2.261060037
KIFAP3	-2.41065492
ARL2	-2.248530488
ECE1	-2.24693345
NEK2	2.315190901
SEC31B	-2.359895404
SRSF1	2.23998859
MRPS6	-2.325326495
DEGS1	-2.253357431
PAQR9	2.437372727
NUTM2A	-2.870613862
XKR4	-2.847580764
MBTPS1	-2.251311785
ZDHHC23	2.568829514
DUSP1	-2.231541873
PSMD13	-2.23449871
TBCC	2.243155147
LHFPL2	-2.254898413
IDS	-2.240359869
GADD45B	-2.22902208
CACNA1C-AS2	3.834084648
LINC00265	3.834084648
C1QL3	-3.506178576
GALNT15	-3.506178576
MYOM3	-3.506178576
PPP4R1L	-3.506178576
FOXN3-AS1	-3.07072929
PCDHGC5	-3.07072929
RP5-1042I8.7	-3.042789279
NDNF	2.874074418
PNPO	-2.384256284
ST3GAL2	2.227045715
DCXR	2.229184015
REEP3	-2.28279473
WNK2	2.230943196
BEND5	2.711662793
PCDHGA10	2.711662793
INPPL1	-2.255891666
CDK3	2.364913308
NALCN	-2.451283155
HIST1H1E	3.094337294
AC090186.1	-3.409231185
AK9	-3.409231185
TMEFF2	-3.409231185
GRIN3A	3.010659149
MLLT4-AS1	3.010659149
TRPV3	3.010659149
NEDD4L	-2.238878645
RELA	-2.224106565
CELF6	2.334950697
KLHL29	-2.232211878
DNAJC6	2.551397563
STXBP1	2.233089386
DLL1	2.526645335
ZNF827	2.526645335
TICAM2	-2.358012198
ZNF354C	2.423495034
BATF2	-2.443034352
CST3	-2.211328315
GPR89C	2.547802567
EPDR1	-2.257339369
PFKP	-2.210207118
FANCL	2.311300165
RTN4R	2.258274484
RP11-14N7.2	-2.430545044
RABGGTB	-2.231243019
ZSCAN18	2.234129437
TIMMDC1	-2.279511613
ADAM23	-2.429042134
ETNK2	2.233714539
PPP1R15A	-2.202611385
IFRD2	-2.221980901
APRT	-2.231596462
DNMT3A	2.240479558
ZNF93	2.479244785
PASK	2.225545248
ZNF772	2.393302856
MTRNR2L2	2.196876286
HDAC11	-2.332763692
TMOD3	-2.225802775
MTX3	2.405649656
ZNF585A	2.405649656
MATN3	-3.014297463
ALMS1-IT1	2.840217063
JHDM1D	2.840217063
RP5-1139B12.2	2.840217063
NUPL1	2.214601235
PTPN12	-2.215576696
TNRC6C	2.338570898
GOLGA8H	2.397290398
ERG	4.350519692
HAND2-AS1	4.350519692
IGLON5	4.350519692
KCNJ12	4.350519692
KCNK9	4.350519692
RNF113B	4.350519692
RP11-830F9.5	4.350519692
AC073479.1	-4.098407631
ACVR1C	-4.098407631
FBXO43	-4.098407631
KSR2	-4.098407631
RAB6A	-2.202740021
HDX	-3.176715909
ACAD8	-2.232887318
MVB12A	-2.239439645
SALL2	2.218903156
MMP2	-2.206816977
AC139100.2	2.657872535
CYP2J2	-3.372831629
KIF16B	-3.372831629
NOVA1	-3.372831629
DHDH	2.967735155
C2orf72	2.372410964
SCYL1	-2.186750455
ALAS1	-2.218892523
MAGT1	-2.205713376
AC004540.4	6.965375475
AC006372.1	6.965375475
AC025165.8	6.965375475
AF186192.6	6.965375475
CTD-2034I21.2	6.965375475
CTD-2199O4.1	6.965375475
DNMT3L	6.965375475
FAM159B	6.965375475
H2AFB1	6.965375475
HTR6	6.965375475
JAKMIP1	6.965375475
LINC00092	6.965375475
LINC00163	6.965375475
MAPK15	6.965375475
NOD2	6.965375475
PCDHA1	6.965375475
PRSS56	6.965375475
PSAPL1	6.965375475
RP11-403I13.8	6.965375475
RP11-539G18.2	6.965375475
UTF1	6.965375475
ABI3BP	-6.879379198
CLEC2B	-6.879379198
CTC-296K1.4	-6.879379198
DDX26B	-6.879379198
GHR	-6.879379198
HNMT	-6.879379198
KMO	-6.879379198
LINC00313	-6.879379198
NPY4R	-6.879379198
RP11-1024P17.1	-6.879379198
RP11-800A3.4	-6.879379198
SEPP1	-6.879379198
SLC18B1	-6.879379198
COLEC12	-2.594745726
RAB38	-2.579660485
CCDC121	2.48614994
NAT6	-2.327847111
NPC1L1	3.443103339
NPR1	3.443103339
PDIA2	3.443103339
RP11-508N22.12	3.443103339
DOCK10	-3.175635083
WWC2-AS2	-3.175635083
ATP7B	3.043911083
AZU1	3.043911083
RPH3AL	3.043911083
TMOD1	3.043911083
SYNJ2	-2.228277833
RP11-1114A5.4	3.775461265
TMEM169	3.775461265
C1orf170	-3.455794862
NDUFC2-KCTD14	-3.455794862
OGDH	-2.200615887
TRIM38	-2.402429456
YPEL1	2.465873754
ZCCHC24	-2.254284897
BAZ1B	2.215648123
FER	-2.893728875
CATSPERG	2.781947514
GLS2	2.781947514
PIK3R1	-2.236087652
ARHGEF9	2.224460203
ZNF32	2.46431192
FTSJ3	-2.228425494
CTNND2	2.632304261
MUM1	2.21729074
RNPEPL1	-2.204042664
BBC3	-2.215147113
ADAMTS7	-2.225987013
THAP3	-2.282733967
MED15	-2.176234242
ROR2	2.195940291
PUS7L	2.695689908
APOO	2.37060097
MLTK	-2.228581899
TMEM129	-2.180870265
RHOB	2.167806004
SEC13	-2.175272244
STAT1	-2.185543131
BASP1	-2.17141405
NR2F6	2.165566605
REEP6	2.18573953
MYB	2.63483056
RP11-195F19.30	2.63483056
PML	-2.184553382
TBC1D17	-2.205125631
GALNT12	-2.215307555
C6orf132	-2.221722463
SRD5A3	-2.284749208
PCDHGC3	-2.197637286
OSBPL8	2.191551712
TANGO6	-2.56441584
RABL2B	-2.396978281
FBLN7	-2.212501373
POLE4	-2.186013469
SRSF7	2.159049799
ZBTB46	2.23445676
FAM160B1	-2.184083143
SYNGAP1	2.179717505
TLR6	-3.144393995
MTRNR2L12	2.154334644
ALKBH8	-2.374187988
NECAP2	-2.189313738
MANBAL	-2.172282788
TDRKH	2.301668997
ALMS1	2.254585852
WDR81	-2.172095782
ING1	2.191914432
MICU2	-2.214383838
AP5S1	-2.22464783
SCAI	2.254196253
RNF5	2.162777095
NACC1	-2.160805664
RNASET2	-2.180810128
PYGO2	2.162671756
TPRG1L	-2.227487382
FKBP1B	-2.408287462
ITM2B	-2.150703918
TM7SF2	-2.189903797
SSUH2	-2.867323076
FNDC3A	-2.195798486
PADI1	-2.491350732
DTX2	-2.391031966
CCDC18	-3.335489879
FLT3	-3.335489879
RWDD2B	-3.335489879
SLC2A13	-2.703506064
SBF2-AS1	-2.594636822
CTDSPL2	2.163365505
PPM1N	2.357068788
RP11-311C24.1	-2.331279396
TMEM64	-2.19072296
SNX25	-2.220014915
WAC-AS1	-2.260900492
CYP26B1	2.344461798
C11orf49	-2.260370902
SNHG3	-2.191859284
USP2	2.244363531
IGSF3	-2.178295342
RRAGC	-2.177547082
LMNA	-2.139545299
PTBP2	2.16252094
BACH2	2.328203314
PTPRO	2.440347373
CCPG1	-2.171730007
NLRP1	-2.366479773
TET1	2.341009461
ARRDC1	-2.192779138
ZFYVE1	-2.179017733
RP3-510D11.2	-3.132741884
UTRN	-2.534410761
INF2	-2.135854049
MRI1	-2.218263388
AL592284.1	2.637804858
SLC25A27	2.637804858
LANCL2	-2.157411283
LXN	-2.751584905
FTL	-2.132097729
BMPR1B	4.272990695
C20orf203	4.272990695
GRID2IP	4.272990695
LINC00846	4.272990695
NGEF	4.272990695
PSTPIP1	4.272990695
RP11-66D17.3	4.272990695
ZMAT4	4.272990695
ZNF540	4.272990695
C3AR1	-4.034665721
HIST2H2BF	-4.034665721
SLC2A10	-4.034665721
ZYG11A	-4.034665721
B3GNT9	-2.161153867
RIC8A	-2.135264365
ENOX2	-2.36944036
TLR4	-2.533434608
CHID1	-2.13414967
HFM1	3.714354474
C1RL-AS1	-3.403587708
ITM2A	-3.403587708
EPOR	-2.237742367
PHKB	-2.202729039
WFS1	-2.138566736
S100A13	2.135293807
CHRNA5	2.193551295
LIMCH1	-2.146415804
FBXL19	-2.178780491
CKAP4	-2.131049044
CREG1	-2.157150195
NUCB1	-2.125431204
DIAPH3	-2.191590767
ATRN	-2.176598822
CCDC17	-3.111331318
BHLHA15	2.836251381
CTD-3018O17.3	2.836251381
ARFIP2	-2.136043543
PCGF1	2.162402118
GLG1	-2.132823594
AC005789.11	-2.840424944
ZNF510	2.163256206
MTM1	-2.359044641
MAPKBP1	-2.222360462
ZNF687	2.122789862
MMP15	-2.143212023
GUCY1A2	-2.181763528
KIAA1671	2.26534876
IRF9	-2.215638558
HAUS1	2.146615097
MAPK13	-2.357957262
MMS22L	2.266400457
TCF25	-2.140408317
IFNAR1	-2.189562394
PFN2	-2.131191152
LGR4	-2.133732285
LRRN4CL	-2.463099653
KIAA1958	2.186688786
MYO1D	-2.193552212
PPIB	-2.112508582
TNFSF9	-2.147543616
IFI16	-3.297155861
LRRC41	-2.118859399
CTC-338M12.4	-2.464456233
SLC17A5	-2.185430625
GTDC1	-2.488718313
FAM95B1	2.733599438
ZNF594	2.733599438
ABCB8	-2.200316422
SRXN1	-2.105378307
PPM1F	-2.129473567
NUF2	2.134116735
POGZ	2.111797818
CD99	-2.105576185
AC013733.3	6.859348061
C14orf144	6.859348061
CHRNA2	6.859348061
HPGD	6.859348061
KHDC3L	6.859348061
KLRG2	6.859348061
LHX6	6.859348061
NR2E3	6.859348061
PRKCH	6.859348061
PRSS35	6.859348061
RP11-13K12.2	6.859348061
RP11-281O15.4	6.859348061
RP11-338N10.1	6.859348061
RP11-353N14.2	6.859348061
